,Unnamed: 0,Unnamed: 0.1,ID_cliente1,ID_cliente2,Numero_de_llamados,genero_cliente1,edad_cliente1
114,114,114,171512336,218480,1,MASCULINO,40
115,115,115,46270585,68848863,1,MASCULINO,66
116,116,116,628438,272402106,1,MASCULINO,48
117,117,117,139596084,4427860,3,FEMENINO,61
118,118,118,255850083,101547285,3,FEMENINO,34
119,119,119,38708214,212812682,1,MASCULINO,74
120,120,120,104308230,223179082,23,FEMENINO,26
121,121,121,252681244,33563012,3,FEMENINO,37
122,122,122,141748437,2685915,1,MASCULINO,68
123,123,123,20209975,39377337,0,MASCULINO,32
124,124,124,1518890,13790158,2,FEMENINO,28
125,125,125,264717170,9490414,6,FEMENINO,43
126,126,126,113168087,267730017,49,MASCULINO,21
127,127,127,36119840,39706800,1,MASCULINO,42
128,128,128,233498486,173011450,1,FEMENINO,61
129,129,129,98080675,215643053,1,MASCULINO,35
130,130,130,179635685,22254635,4,FEMENINO,39
131,131,131,51587342,917682,1,MASCULINO,48
132,132,132,185474875,123727237,2,FEMENINO,63
133,133,133,171604103,61521889,1,FEMENINO,45
134,134,134,218815,162910329,1,FEMENINO,21
135,135,135,41714704,223686264,1,FEMENINO,23
136,136,136,258490430,485330,1,MASCULINO,63
137,137,137,82213658,144367182,0,FEMENINO,74
138,138,138,28348,41764724,3,MASCULINO,78
139,139,139,2806451,390293,1,MASCULINO,70
140,140,140,41998446,3792170,2,MASCULINO,34
141,141,141,111268808,252824608,0,MASCULINO,65
142,142,142,20406408,26978104,2,FEMENINO,58
143,143,143,943133,252555739,1,MASCULINO,46
144,144,144,1122130,39031550,2,MASCULINO,58
145,145,145,222663525,186062587,2,MASCULINO,53
146,146,146,273058716,85577204,1,FEMENINO,20
147,147,147,57096158,256319634,1,MASCULINO,36
148,148,148,25183787,262549181,3,FEMENINO,52
149,149,149,230417369,32748799,2,FEMENINO,61
150,150,150,22042884,192769484,0,MASCULINO,25
151,151,151,36654124,208122804,5,FEMENINO,62
152,152,152,1125228,240198028,1,MASCULINO,70
153,153,153,22494373,230246195,1,FEMENINO,51
154,154,154,264700252,144495228,4,MASCULINO,47
155,155,155,18613174,7599626,51,MASCULINO,64
156,156,156,272650128,45312752,0,FEMENINO,49
157,157,157,142767625,139671295,1,MASCULINO,20
158,158,158,189517501,2335939,10,MASCULINO,28
159,159,159,68482191,274449281,0,MASCULINO,58
160,160,160,13084449,20132575,0,FEMENINO,25
161,161,161,89762338,3659710,3,FEMENINO,33
162,162,162,259081184,30698672,8,MASCULINO,42
163,163,163,211364546,97036630,1,MASCULINO,36
164,164,164,257460391,122841,0,MASCULINO,54
165,165,165,1178021,102620555,1,MASCULINO,61
166,166,166,333354,21493886,2,MASCULINO,29
167,167,167,1379023,89578681,1,FEMENINO,79
168,168,168,23596284,227582044,24,FEMENINO,26
169,169,169,43126121,133960903,10,MASCULINO,66
170,170,170,258669092,191831940,2,MASCULINO,28
171,171,171,270060637,276891835,0,MASCULINO,62
172,172,172,74928621,692171,3,FEMENINO,79
173,173,173,8865748,18397852,1,MASCULINO,67
174,174,174,31591973,125270387,18,MASCULINO,34
175,175,175,142502619,22876909,2,MASCULINO,74
176,176,176,223849040,43765328,1,MASCULINO,45
177,177,177,19480017,20082023,2,MASCULINO,78
178,178,178,97927469,89742563,1,FEMENINO,52
179,179,179,48338877,5521475,2,MASCULINO,28
180,180,180,27521053,248199731,0,MASCULINO,62
181,181,181,71754953,162047,1,MASCULINO,20
182,182,182,35346623,22839577,4,MASCULINO,26
183,183,183,693632,134351192,1,MASCULINO,35
184,184,184,102075432,28751480,1,MASCULINO,48
185,185,185,24263824,254427744,0,FEMENINO,30
186,186,186,698354,116350,7,FEMENINO,26
187,187,187,222795504,110349792,16,MASCULINO,39
188,188,188,25402074,180345342,1,MASCULINO,39
189,189,189,44763518,232900218,2,FEMENINO,38
190,190,190,219377353,261511847,2,MASCULINO,55
191,191,191,182286597,55269611,1,MASCULINO,75
192,192,192,115579431,46664529,2,MASCULINO,35
193,193,193,261465771,15374949,1,FEMENINO,46
194,194,194,255284237,3651891,36,MASCULINO,72
195,195,195,138098392,98705576,5,MASCULINO,58
196,196,196,268760717,223005099,0,FEMENINO,30
197,197,197,214964376,3713304,2,MASCULINO,69
198,198,198,254434817,57324551,0,FEMENINO,68
199,199,199,2181021,38511299,0,MASCULINO,58
200,200,200,270152723,571749,0,MASCULINO,30
201,201,201,30426676,132923228,28,MASCULINO,30
202,202,202,39396532,100634052,0,MASCULINO,41
203,203,203,66395669,5647787,1,MASCULINO,64
204,204,204,3444140,27922180,9,FEMENINO,61
205,205,205,263746156,72292236,2,FEMENINO,50
206,206,206,44935511,20830313,0,FEMENINO,65
207,207,207,201134330,4118270,1,FEMENINO,24
208,208,208,187026998,225391386,1,MASCULINO,48
209,209,209,195923745,312031,1,MASCULINO,60
210,210,210,199809222,22969954,0,FEMENINO,29
211,211,211,227725103,1899729,1,MASCULINO,73
212,212,212,214481829,235811067,23,FEMENINO,69
213,213,213,198083556,64904636,1,FEMENINO,48
214,214,214,154360274,11700158,2,MASCULINO,35
215,215,215,261672040,397768,1,FEMENINO,73
216,216,216,21946644,132476596,0,FEMENINO,58
217,217,217,73804153,273054799,4,FEMENINO,35
218,218,218,181955091,11011461,2,MASCULINO,72
219,219,219,202175352,7597032,15,MASCULINO,58
220,220,220,21600549,20342163,5,MASCULINO,61
221,221,221,4692348,13691356,6,FEMENINO,59
222,222,222,35249085,228689299,2,MASCULINO,40
223,223,223,89757571,2289277,2,FEMENINO,46
224,224,224,138284852,19883276,11,MASCULINO,69
225,225,225,249565033,94689895,1,MASCULINO,32
226,226,226,21145044,248249884,8,FEMENINO,29
227,227,227,103229963,22187341,1,MASCULINO,23
228,228,228,278577,24823159,2,FEMENINO,53
229,229,229,225596721,2638663,1,MASCULINO,29
230,230,230,192987529,116896895,19,FEMENINO,25
231,231,231,75587296,160464960,1,FEMENINO,50
232,232,232,26186471,65482905,1,MASCULINO,32
233,233,233,217035712,6754112,6,MASCULINO,23
234,234,234,195134970,48136014,2,MASCULINO,23
235,235,235,264291846,237460970,9,MASCULINO,51
236,236,236,97993782,19994826,1,MASCULINO,37
237,237,237,20592613,14971123,3,MASCULINO,27
238,238,238,105656501,5476467,1,FEMENINO,54
239,239,239,268696515,92963813,0,FEMENINO,46
240,240,240,126237260,43323868,4,MASCULINO,31
241,241,241,19774871,269624425,0,FEMENINO,51
242,242,242,261669255,744593,3,MASCULINO,30
243,243,243,27496866,249393822,1,MASCULINO,30
244,244,244,41376,39925304,1,MASCULINO,57
245,245,245,74962957,98459,0,MASCULINO,43
246,246,246,1335945,161247439,2,FEMENINO,21
247,247,247,258331946,211323310,1,FEMENINO,56
248,248,248,3846051,268836725,1,MASCULINO,22
249,249,249,1224972,101170020,2,MASCULINO,79
250,250,250,689021,1067003,7,MASCULINO,40
251,251,251,183514140,46465316,0,MASCULINO,76
252,252,252,133356150,266716002,3,MASCULINO,73
253,253,253,45091682,211712502,0,MASCULINO,61
254,254,254,199398423,248203233,5,MASCULINO,77
255,255,255,201689269,103051619,1,MASCULINO,67
256,256,256,45442963,189729165,1,FEMENINO,78
257,257,257,115646651,243651117,1,MASCULINO,37
258,258,258,226662505,178007,2,MASCULINO,71
259,259,259,126150287,183285161,4,FEMENINO,54
260,260,260,21069623,253478105,9,MASCULINO,77
261,261,261,54146154,40333502,2,MASCULINO,73
262,262,262,8446705,246573375,3,MASCULINO,25
263,263,263,655995,3088573,3,FEMENINO,52
264,264,264,1679594,3420870,1,FEMENINO,54
265,265,265,76091170,265109750,1,MASCULINO,63
266,266,266,273247226,8791766,2,MASCULINO,77
267,267,267,53741593,134837127,1,MASCULINO,37
268,268,268,20923077,127728547,2,FEMENINO,66
269,269,269,1183703,237327313,1,MASCULINO,31
270,270,270,32328324,147530892,0,MASCULINO,42
271,271,271,231647650,22823622,6,MASCULINO,72
272,272,272,7055562,1206438,2,MASCULINO,40
273,273,273,4897998,3450522,3,MASCULINO,57
274,274,274,180138394,258800038,1,MASCULINO,79
275,275,275,184061445,144907147,1,FEMENINO,74
276,276,276,38242185,240123591,1,MASCULINO,68
277,277,277,2868427,64736149,2,MASCULINO,48
278,278,278,264856380,2712268,1,MASCULINO,62
279,279,279,194111226,47185606,1,MASCULINO,63
280,280,280,41690959,157204625,0,MASCULINO,48
281,281,281,42881805,83952811,0,MASCULINO,20
282,282,282,52321955,222949965,1,MASCULINO,22
283,283,283,260396463,147545209,0,FEMENINO,25
284,284,284,803068,262390860,1,MASCULINO,79
285,285,285,84509759,1197777,67,MASCULINO,55
286,286,286,221621693,51907667,1,MASCULINO,38
287,287,287,151580454,255318674,1,MASCULINO,53
288,288,288,22211536,48251920,1,MASCULINO,66
289,289,289,161906254,1515130,2,MASCULINO,68
290,290,290,268757424,21434904,0,MASCULINO,47
291,291,291,232947113,273155111,3,MASCULINO,20
292,292,292,12327975,1047041,1,MASCULINO,51
293,293,293,109225054,45269154,2,FEMENINO,44
294,294,294,23942798,74048698,1,MASCULINO,34
295,295,295,193759671,271918233,0,FEMENINO,45
296,296,296,207241250,222351502,21,MASCULINO,48
297,297,297,169022,232206426,3,MASCULINO,36
298,298,298,84438586,69439862,1,MASCULINO,56
299,299,299,97256217,134543,0,MASCULINO,37
300,300,300,1733170,263054,14,MASCULINO,70
301,301,301,1652913,5486431,2,FEMENINO,69
302,302,302,151934082,98704190,12,MASCULINO,32
303,303,303,73834437,2103819,1,MASCULINO,74
304,304,304,22274834,43979438,0,MASCULINO,69
305,305,305,7129340,265179292,1,MASCULINO,66
306,306,306,24331052,48226876,3,MASCULINO,41
307,307,307,39582,39423090,1,FEMENINO,62
308,308,308,264800406,6570378,0,FEMENINO,34
309,309,309,7045506,2076294,0,MASCULINO,79
310,310,310,2681767,9640745,10,MASCULINO,51
311,311,311,83219327,14359897,1,MASCULINO,76
312,312,312,65331092,2877420,1,MASCULINO,34
313,313,313,112220772,60096292,17,MASCULINO,28
314,314,314,124488259,22976477,3,MASCULINO,41
315,315,315,1034480,46247024,1,MASCULINO,22
316,316,316,20813434,1013950,2,MASCULINO,75
317,317,317,10643821,39692003,3,FEMENINO,57
318,318,318,225503607,209426993,0,MASCULINO,22
319,319,319,205213346,216609342,1,MASCULINO,69
320,320,320,258852439,248157769,1,MASCULINO,29
321,321,321,1244880,99356528,2,MASCULINO,48
322,322,322,50427915,73700637,21,MASCULINO,73
323,323,323,2163999,39377401,0,FEMENINO,38
324,324,324,222812868,175415396,2,MASCULINO,21
325,325,325,14430996,2505708,1,FEMENINO,59
326,326,326,183218532,66210028,1,MASCULINO,30
327,327,327,209932750,51066738,4,MASCULINO,56
328,328,328,380322,84625638,43,MASCULINO,34
329,329,329,53803849,264438343,1,MASCULINO,20
330,330,330,228456614,21116170,1,FEMENINO,53
331,331,331,247791215,5115257,1,MASCULINO,35
332,332,332,42027755,1004197,1,MASCULINO,33
333,333,333,42757842,24803398,4,MASCULINO,70
334,334,334,1379993,90550439,46,MASCULINO,22
335,335,335,310461,223262003,1,MASCULINO,36
336,336,336,2225050,169761046,2,FEMENINO,59
337,337,337,15430187,142782357,1,FEMENINO,56
338,338,338,233608425,234304759,1,FEMENINO,76
339,339,339,270223552,265342504,1,MASCULINO,69
340,340,340,265895057,2485743,0,FEMENINO,52
341,341,341,31904611,103780061,1,MASCULINO,34
342,342,342,167621871,43668233,0,MASCULINO,60
343,343,343,237261373,205150187,5,MASCULINO,53
344,344,344,2716262,3548594,6,MASCULINO,71
345,345,345,25817922,22949998,2,MASCULINO,22
346,346,346,168728576,43562888,1,MASCULINO,59
347,347,347,185328645,220787,1,MASCULINO,76
348,348,348,226994732,45050996,1,MASCULINO,26
349,349,349,691007,1664945,2,MASCULINO,44
350,350,350,4936554,1502822,3,MASCULINO,55
351,351,351,4248492,175087596,2,MASCULINO,58
352,352,352,247066453,50568763,1,FEMENINO,46
353,353,353,394274,83313262,1,MASCULINO,61
354,354,354,183029493,7274947,2,MASCULINO,61
355,355,355,253967996,20937196,1,MASCULINO,50
356,356,356,1285705,31062287,1,MASCULINO,52
357,357,357,369717,17695467,3,MASCULINO,38
358,358,358,264894947,788749,0,MASCULINO,39
359,359,359,239841083,41947781,2,MASCULINO,42
360,360,360,222650991,252683897,1,MASCULINO,51
361,361,361,3761280,71686016,1,FEMENINO,35
362,362,362,111443,235395397,4,MASCULINO,79
363,363,363,155027411,100647205,0,MASCULINO,28
364,364,364,37769081,946711,3,FEMENINO,54
365,365,365,155524884,2137108,0,FEMENINO,35
366,366,366,23080,106655352,1,MASCULINO,54
367,367,367,101804475,48767101,2,MASCULINO,37
368,368,368,40962885,526883,2,FEMENINO,44
369,369,369,43074682,273762190,0,MASCULINO,78
370,370,370,248286506,111974502,0,MASCULINO,30
371,371,371,103897975,113447561,2,FEMENINO,76
372,372,372,107216781,243070987,3,MASCULINO,52
373,373,373,265929376,2685752,0,MASCULINO,29
374,374,374,219586402,249274758,1,MASCULINO,52
375,375,375,271188899,269769541,0,MASCULINO,76
376,376,376,19675916,205762972,6,MASCULINO,44
377,377,377,221577891,52283789,0,MASCULINO,28
378,378,378,150959440,22334872,0,MASCULINO,51
379,379,379,8159377,195933367,1,MASCULINO,35
380,380,380,3918531,262847821,1,FEMENINO,47
381,381,381,248359588,174379548,2,MASCULINO,64
382,382,382,266738296,152715144,65,MASCULINO,53
383,383,383,11208495,3207249,1,MASCULINO,71
384,384,384,11458,40200886,1,MASCULINO,57
385,385,385,104067650,236678222,1,FEMENINO,45
386,386,386,252362446,189514834,2,MASCULINO,67
387,387,387,90385695,99721185,3,MASCULINO,25
388,388,388,124790576,200982488,2,MASCULINO,41
389,389,389,171838562,43721102,1,MASCULINO,40
390,390,390,104165556,230396484,2,FEMENINO,23
391,391,391,233661762,227037390,1,MASCULINO,27
392,392,392,17665752,1462224,3,FEMENINO,62
393,393,393,183597159,105805169,1,MASCULINO,35
394,394,394,147836342,22538010,1,FEMENINO,38
395,395,395,23930485,272123811,0,FEMENINO,34
396,396,396,202023234,85426670,7,MASCULINO,61
397,397,397,17647320,2610832,1,MASCULINO,27
398,398,398,91438792,29267176,1,MASCULINO,28
399,399,399,44828340,158823228,1,MASCULINO,34
400,400,400,107583451,14768109,1,MASCULINO,26
401,401,401,5544429,231283323,1,MASCULINO,67
402,402,402,705931,960101,5,MASCULINO,48
403,403,403,268760610,20324678,0,MASCULINO,22
404,404,404,80820748,235266300,2,MASCULINO,29
405,405,405,268124206,61058818,2,MASCULINO,52
406,406,406,111939254,7669482,4,MASCULINO,25
407,407,407,1187332,238858692,1,FEMENINO,35
408,408,408,224147736,229478416,8,MASCULINO,47
409,409,409,298782,223371618,1,MASCULINO,26
410,410,410,204328143,1963009,76,MASCULINO,73
411,411,411,65398267,2186925,0,MASCULINO,42
412,412,412,90767065,206009807,2,MASCULINO,61
413,413,413,126667064,153604776,2,FEMENINO,79
414,414,414,2883831,261560889,0,FEMENINO,36
415,415,415,204319189,203858915,1,MASCULINO,47
416,416,416,230456912,27528256,2,MASCULINO,48
417,417,417,67419686,205851090,1,MASCULINO,44
418,418,418,540176,73734864,1,MASCULINO,27
419,419,419,21434339,228708605,2,MASCULINO,48
420,420,420,88343942,23621570,3,MASCULINO,61
421,421,421,1745545,2415127,4,MASCULINO,44
422,422,422,8410841,179847735,1,FEMENINO,62
423,423,423,88840880,264745312,5,MASCULINO,23
424,424,424,954690,51672254,2,MASCULINO,60
425,425,425,12720242,243624486,1,MASCULINO,38
426,426,426,713433,323887,17,MASCULINO,72
427,427,427,238550456,119061744,9,MASCULINO,21
428,428,428,2281520,169632544,2,MASCULINO,49
429,429,429,76684207,228591033,4,FEMENINO,53
430,430,430,184650537,39377383,0,MASCULINO,28
431,431,431,261423435,220284933,1,MASCULINO,49
432,432,432,11253180,636828,2,MASCULINO,70
433,433,433,2717947,3905589,2,MASCULINO,29
434,434,434,10893773,228521019,1,MASCULINO,64
435,435,435,227070706,111974502,0,MASCULINO,61
436,436,436,219463496,257052984,1,MASCULINO,23
437,437,437,266989931,267107221,2,MASCULINO,43
438,438,438,140974815,188059249,3,MASCULINO,29
439,439,439,19790054,64270002,3,FEMENINO,71
440,440,440,25479737,241452063,1,FEMENINO,37
441,441,441,213905211,89941,1,MASCULINO,67
442,442,442,124753340,203134028,1,MASCULINO,72
443,443,443,8796018,222774606,1,MASCULINO,75
444,444,444,2243334,239298802,7,MASCULINO,44
445,445,445,258762307,183224197,1,MASCULINO,43
446,446,446,14471623,2374329,1,MASCULINO,58
447,447,447,202182991,7869809,1,MASCULINO,48
448,448,448,401449,15219855,4,MASCULINO,20
449,449,449,10317520,265680064,1,MASCULINO,55
450,450,450,208552224,71171520,1,MASCULINO,71
451,451,451,241472301,5402019,1,MASCULINO,66
452,452,452,184504973,250001339,1,FEMENINO,65
453,453,453,82719294,44173954,0,FEMENINO,75
454,454,454,265409549,169067291,1,MASCULINO,73
455,455,455,168947448,29172904,1,MASCULINO,50
456,456,456,51588421,3087339,1,MASCULINO,65
457,457,457,84857270,114443602,1,MASCULINO,26
458,458,458,228784479,271001737,10,MASCULINO,34
459,459,459,230803653,4903747,3,MASCULINO,35
460,460,460,243287342,21628786,1,MASCULINO,33
461,461,461,223513474,488982,2,MASCULINO,54
462,462,462,69485854,11881850,1,MASCULINO,26
463,463,463,233892749,10857291,23,MASCULINO,41
464,464,464,89829727,1338209,1,MASCULINO,28
465,465,465,12555282,119900062,5,FEMENINO,59
466,466,466,255215428,4284124,1,MASCULINO,30
467,467,467,270336359,261211641,3,MASCULINO,51
468,468,468,154488395,64237,1,MASCULINO,42
469,469,469,24936191,276278241,4,FEMENINO,34
470,470,470,27429357,189058539,1,MASCULINO,33
471,471,471,22571544,26328104,1,MASCULINO,45
472,472,472,177364376,167794368,3,FEMENINO,32
473,473,473,240457357,2610515,1,FEMENINO,61
474,474,474,22963681,271249759,1,MASCULINO,74
475,475,475,234165185,60857151,1,MASCULINO,58
476,476,476,67173196,19890172,1,MASCULINO,50
477,477,477,276281464,215322392,1,MASCULINO,29
478,478,478,19432873,23473967,1,FEMENINO,77
479,479,479,207709498,194851574,1,MASCULINO,27
480,480,480,71709117,1404299,1,FEMENINO,68
481,481,481,270178900,271030420,3,MASCULINO,72
482,482,482,27567126,46176986,2,MASCULINO,52
483,483,483,217482780,42235556,14,FEMENINO,40
484,484,484,1174195,239130253,0,FEMENINO,69
485,485,485,240383588,7036812,1,MASCULINO,29
486,486,486,254313666,266733550,2,MASCULINO,31
487,487,487,223503900,1130468,1,MASCULINO,66
488,488,488,265972333,400891,0,MASCULINO,20
489,489,489,4984404,267266820,2,MASCULINO,22
490,490,490,14446145,4359215,1,FEMENINO,62
491,491,491,22546189,27855155,1,MASCULINO,61
492,492,492,216081970,925102,2,MASCULINO,24
493,493,493,201178139,772797,1,MASCULINO,51
494,494,494,275397543,138257865,1,MASCULINO,64
495,495,495,39637214,156234690,1,FEMENINO,48
496,496,496,183924621,218574211,2,FEMENINO,35
497,497,497,257118426,22313974,1,FEMENINO,21
498,498,498,272570213,115580347,26,MASCULINO,47
499,499,499,269895703,19598777,1,FEMENINO,30
500,500,500,19722524,2389852,1,MASCULINO,71
501,501,501,98366514,65515622,2,MASCULINO,72
502,502,502,99768518,239851466,0,MASCULINO,41
503,503,503,145136231,193056209,4,MASCULINO,20
504,504,504,266958987,981117,0,MASCULINO,76
505,505,505,48865468,105294428,0,MASCULINO,53
506,506,506,49227465,81893279,1,FEMENINO,79
507,507,507,267679751,21529761,9,MASCULINO,45
508,508,508,27215101,69028763,2,MASCULINO,33
509,509,509,19946588,54816668,0,FEMENINO,40
510,510,510,235416883,249708253,3,MASCULINO,30
511,511,511,77422733,248938219,0,MASCULINO,75
512,512,512,265972517,488851,0,FEMENINO,54
513,513,513,267628,23894524,1,FEMENINO,30
514,514,514,275453581,708867,1,FEMENINO,57
515,515,515,233704009,23477663,79,FEMENINO,31
516,516,516,259878586,112885150,0,MASCULINO,24
517,517,517,222880416,243222896,1,MASCULINO,29
518,518,518,253139394,5265494,1,MASCULINO,47
519,519,519,215031819,434029,0,MASCULINO,73
520,520,520,9038849,11408303,2,MASCULINO,78
521,521,521,695126,2022946,1,FEMENINO,26
522,522,522,165817091,26274293,14,MASCULINO,71
523,523,523,702233,270016135,11,FEMENINO,51
524,524,524,139993698,249528318,3,MASCULINO,65
525,525,525,42235241,120804023,2,MASCULINO,27
526,526,526,188067505,23531495,0,MASCULINO,63
527,527,527,59763993,23494607,1,MASCULINO,61
528,528,528,42709179,230354277,1,MASCULINO,32
529,529,529,342605,18789043,3,MASCULINO,22
530,530,530,144532087,232155769,1,MASCULINO,38
531,531,531,40875500,5965140,2,FEMENINO,35
532,532,532,28725567,102575409,1,MASCULINO,70
533,533,533,248191636,252742404,4,FEMENINO,73
534,534,534,63642742,47190306,4,MASCULINO,51
535,535,535,40517363,230734381,2,MASCULINO,54
536,536,536,20659908,10151852,0,MASCULINO,30
537,537,537,30189,240588275,1,MASCULINO,20
538,538,538,28990673,20219023,1,MASCULINO,56
539,539,539,6846589,148116115,7,MASCULINO,26
540,540,540,1256826,166810510,9,MASCULINO,23
541,541,541,37239653,33529043,1,MASCULINO,59
542,542,542,262060897,246147983,2,MASCULINO,59
543,543,543,4412954,230732390,3,FEMENINO,79
544,544,544,198035465,137111823,6,MASCULINO,22
545,545,545,651640,5159256,7,MASCULINO,51
546,546,546,24039641,199412983,1,MASCULINO,54
547,547,547,14480242,808430,1,MASCULINO,57
548,548,548,203858986,35125534,3,FEMENINO,31
549,549,549,100282358,5474050,1,MASCULINO,26
550,550,550,210743030,4468922,0,MASCULINO,72
551,551,551,9204227,1055229,1,FEMENINO,72
552,552,552,228194962,39377054,0,MASCULINO,72
553,553,553,151130878,144720930,6,MASCULINO,74
554,554,554,258488925,203617715,7,MASCULINO,31
555,555,555,268404943,243406585,2,MASCULINO,45
556,556,556,231771067,217989637,1,FEMENINO,25
557,557,557,3613604,15019292,1,FEMENINO,61
